NROEMPRESA;SEQPRODUTO;DESCCOMPLETA;DTAHORAMOVTO;INDENTRADASAIDA;ENDERECO;MOVIMENTACAO;SALDOENDERECO;SALDO_ATUAL;QTDMOVTO;MOVIMENTADO;SALDO_ANTERIOR;EMB;ORIGEM_OU_DESTINO;USUMOVTO;NOME;MITIVO_AJUSTE;SEQLOTE;DESCLINHASEPAR
107;48439;CHOC LACTA 40G 5STAR;12/05/2026 08:11:56;E;END.01.024.73.1.1;CANCELAMENTO DE EXPEDIÇÃO;-324;-18;72;4;-22;DP 18;DEP 01 CARGA 1479940 LOTE 6 QUEBRA 0;51094;ALEXANDRE DANIBERG FERNANDES;Ajuste de Itens;6;BOMBONIERE
107;110671;EMB SACO ESTRELA 34X50 VALG COM 815;09/05/2026 09:40:15;E;END.01.004.47.1.1;CANCELAMENTO DE EXPEDIÇÃO;1038;173;18;3;170;CX 6;DEP 01 CARGA 1474518 LOTE 1 QUEBRA 0;51094;ALEXANDRE DANIBERG FERNANDES;Ajuste de Itens;1;EMBALAGENS
107;95247;EMB SACOLA STOK TAM 38X48;09/05/2026 10:59:49;E;END.01.005.14.1.1;CANCELAMENTO DE EXPEDIÇÃO;551000;551;100000;100;451;CX 1000;DEP 01 CARGA 1475233 LOTE 1 QUEBRA 0;51094;ALEXANDRE DANIBERG FERNANDES;Ajuste de Itens;1;EMBALAGENS
107;110671;EMB SACO ESTRELA 34X50 VALG COM 815;09/05/2026 10:59:49;E;END.01.004.47.1.1;CANCELAMENTO DE EXPEDIÇÃO;1140;190;12;2;188;CX 6;DEP 01 CARGA 1475233 LOTE 1 QUEBRA 0;51094;ALEXANDRE DANIBERG FERNANDES;Ajuste de Itens;1;EMBALAGENS
107;1702;VINAGRE ROSINA 750ML MACA;13/05/2026 13:37:39;E;END.01.063.142.1.1;CANCELAMENTO DE EXPEDIÇÃO;4284;357;1080;90;267;CX 12;DEP 01 CARGA 1480535 LOTE 6 QUEBRA 0;51094;ALEXANDRE DANIBERG FERNANDES;Ajuste de Itens;6;MATINAIS AG
107;104960;TAPETE HIG ULTRA CAO 60X80CM C/30;13/05/2026 10:18:08;E;END.01.094.130.2.1;CANCELAMENTO DE EXPEDIÇÃO;40;10;4;1;9;CX 4;DEP 01 CARGA 1480732 LOTE 10 QUEBRA 0;51094;ALEXANDRE DANIBERG FERNANDES;Ajuste de Itens;10;PET SHOP HIGIENE
107;116715;ROUPA HOME PET TAM G;13/05/2026 10:18:08;E;END.01.094.129.2.2;CANCELAMENTO DE EXPEDIÇÃO;1075;43;25;1;42;DP 25;DEP 01 CARGA 1480732 LOTE 10 QUEBRA 0;51094;ALEXANDRE DANIBERG FERNANDES;Ajuste de Itens;10;PET SHOP HIGIENE
107;116716;ROUPA HOME PET TAM M;13/05/2026 10:18:08;E;END.01.094.120.1.1;CANCELAMENTO DE EXPEDIÇÃO;2350;94;50;2;92;DP 25;DEP 01 CARGA 1480732 LOTE 10 QUEBRA 0;51094;ALEXANDRE DANIBERG FERNANDES;Ajuste de Itens;10;PET SHOP HIGIENE
107;4787;AMIDO MILHO MAIZENA 500G;13/05/2026 09:07:54;E;END.01.011.53.1.1;CANCELAMENTO DE EXPEDIÇÃO;680;17;120;3;14;CX 40;DEP 01 CARGA 1480746 LOTE 18 QUEBRA 0;51094;ALEXANDRE DANIBERG FERNANDES;Ajuste de Itens;18;PA PESADO
107;4787;AMIDO MILHO MAIZENA 500G;13/05/2026 09:55:36;E;END.01.011.53.1.1;CANCELAMENTO DE EXPEDIÇÃO;760;19;160;4;15;CX 40;DEP 01 CARGA 1480747 LOTE 26 QUEBRA 0;51094;ALEXANDRE DANIBERG FERNANDES;Ajuste de Itens;26;PA PESADO
107;4787;AMIDO MILHO MAIZENA 500G;13/05/2026 10:20:24;E;END.01.011.53.1.1;CANCELAMENTO DE EXPEDIÇÃO;840;21;80;2;19;CX 40;DEP 01 CARGA 1480748 LOTE 17 QUEBRA 0;51094;ALEXANDRE DANIBERG FERNANDES;Ajuste de Itens;17;PA PESADO
107;3760;SAL CISNE 1KG IODADO REFINAD;13/05/2026 11:38:40;E;END.01.065.161.1.1;CANCELAMENTO DE EXPEDIÇÃO;7935;793,5;140;14;779,5;FD 10;DEP 01 CARGA 1480744 LOTE 14 QUEBRA 0;51094;ALEXANDRE DANIBERG FERNANDES;Ajuste de Itens;14;PA PESADO
107;4787;AMIDO MILHO MAIZENA 500G;13/05/2026 11:38:40;E;END.01.011.53.1.1;CANCELAMENTO DE EXPEDIÇÃO;1080;27;80;2;25;CX 40;DEP 01 CARGA 1480744 LOTE 14 QUEBRA 0;51094;ALEXANDRE DANIBERG FERNANDES;Ajuste de Itens;14;PA PESADO
107;1550;ACUCAR GASPARIN 1KG CRISTAL;13/05/2026 08:50:29;E;END.01.011.49.1.1;CANCELAMENTO DE EXPEDIÇÃO;1990;199;200;20;179;FD 10;DEP 01 CARGA 1480751 LOTE 4 QUEBRA 0;51094;ALEXANDRE DANIBERG FERNANDES;Ajuste de Itens;4;CEREAIS
107;4882;SAL TEMPERO VOVO 1KG IODADO GROSSO TEMP S/PIMENTA;13/05/2026 08:50:29;E;END.01.011.93.2.1;CANCELAMENTO DE EXPEDIÇÃO;11895;793;60;4;789;FD 15;DEP 01 CARGA 1480751 LOTE 4 QUEBRA 0;51094;ALEXANDRE DANIBERG FERNANDES;Ajuste de Itens;4;CEREAIS
107;4882;SAL TEMPERO VOVO 1KG IODADO GROSSO TEMP S/PIMENTA;13/05/2026 09:45:04;E;END.01.011.93.2.1;CANCELAMENTO DE EXPEDIÇÃO;12345;823;450;30;793;FD 15;DEP 01 CARGA 1480747 LOTE 5 QUEBRA 0;51094;ALEXANDRE DANIBERG FERNANDES;Ajuste de Itens;5;CEREAIS
107;104488;FARINHA ARROZ BLUE VILLE 1KG S/GLUT;13/05/2026 09:45:04;E;END.01.011.104.1.1;CANCELAMENTO DE EXPEDIÇÃO;3470;347;20;2;345;CX 10;DEP 01 CARGA 1480747 LOTE 5 QUEBRA 0;51094;ALEXANDRE DANIBERG FERNANDES;Ajuste de Itens;5;CEREAIS
107;4882;SAL TEMPERO VOVO 1KG IODADO GROSSO TEMP S/PIMENTA;13/05/2026 11:16:28;E;END.01.011.93.2.1;CANCELAMENTO DE EXPEDIÇÃO;12345;823;45;3;820;FD 15;DEP 01 CARGA 1480750 LOTE 3 QUEBRA 0;51094;ALEXANDRE DANIBERG FERNANDES;Ajuste de Itens;3;CEREAIS
107;109700;POLVILHO AZEDO LOPES 500G;13/05/2026 11:16:28;E;END.01.011.40.1.1;CANCELAMENTO DE EXPEDIÇÃO;570;19;120;4;15;FD 30;DEP 01 CARGA 1480750 LOTE 3 QUEBRA 0;51094;ALEXANDRE DANIBERG FERNANDES;Ajuste de Itens;3;CEREAIS
107;1574;VINAGRE KOLLER 3L TTO;12/05/2026 11:33:54;E;END.01.055.127.1.1;CANCELAMENTO DE EXPEDIÇÃO;636;159;64;16;143;FD 4;DEP 01 CARGA 1479939 LOTE 5 QUEBRA 0;51094;ALEXANDRE DANIBERG FERNANDES;Ajuste de Itens;5;MATINAIS BG
107;89295;FORMULA INF APTAMIL 800G 1;12/05/2026 11:33:54;E;END.01.056.184.2.2;CANCELAMENTO DE EXPEDIÇÃO;1;1;3;3;-2;UN 1;DEP 01 CARGA 1479939 LOTE 5 QUEBRA 0;51094;ALEXANDRE DANIBERG FERNANDES;Ajuste de Itens;5;MATINAIS BG
107;91214;TEMPERO KARPINSKI 75G CURCUMA;12/05/2026 11:33:54;E;END.01.056.176.1.1;CANCELAMENTO DE EXPEDIÇÃO;540;15;72;2;13;CX 36;DEP 01 CARGA 1479939 LOTE 5 QUEBRA 0;51094;ALEXANDRE DANIBERG FERNANDES;Ajuste de Itens;5;MATINAIS BG
107;98284;SAL KARPINSKI 500G PARRILLA P/CHURR ARG ENTREFINO;12/05/2026 11:33:54;E;END.01.057.166.1.1;CANCELAMENTO DE EXPEDIÇÃO;708;59;24;2;57;CX 12;DEP 01 CARGA 1479939 LOTE 5 QUEBRA 0;51094;ALEXANDRE DANIBERG FERNANDES;Ajuste de Itens;5;MATINAIS BG
107;108314;MOLHO PIMENTA SOETO 1,010L DEF;12/05/2026 11:33:54;E;END.01.055.132.2.1;CANCELAMENTO DE EXPEDIÇÃO;150;25;12;2;23;CX 6;DEP 01 CARGA 1479939 LOTE 5 QUEBRA 0;51094;ALEXANDRE DANIBERG FERNANDES;Ajuste de Itens;5;MATINAIS BG
107;111790;ARROZ PILECCO NOBRE 1KG ITAL ARBORIO;12/05/2026 11:33:54;E;END.01.056.182.1.1;CANCELAMENTO DE EXPEDIÇÃO;570;57;30;3;54;CX 10;DEP 01 CARGA 1479939 LOTE 5 QUEBRA 0;51094;ALEXANDRE DANIBERG FERNANDES;Ajuste de Itens;5;MATINAIS BG
107;116732;BARRA NUTS 30G EJOY CAST SEMENTE;12/05/2026 11:33:54;E;END.01.056.129.2.2;CANCELAMENTO DE EXPEDIÇÃO;626;52,1666666666666666666;36;3;49,1666666666666666666;DP 12;DEP 01 CARGA 1479939 LOTE 5 QUEBRA 0;51094;ALEXANDRE DANIBERG FERNANDES;Ajuste de Itens;5;MATINAIS BG
107;116733;BARRA NUTS 30G EJOY CAST NOZES/CANELA;12/05/2026 11:33:55;E;END.01.056.128.2.1;CANCELAMENTO DE EXPEDIÇÃO;204;17;36;3;14;DP 12;DEP 01 CARGA 1479939 LOTE 5 QUEBRA 0;51094;ALEXANDRE DANIBERG FERNANDES;Ajuste de Itens;5;MATINAIS BG
107;116734;BARRA NUTS 30G EJOY CAST COCO/AMENDOA;12/05/2026 11:33:55;E;END.01.056.131.2.2;CANCELAMENTO DE EXPEDIÇÃO;-36;-3;48;4;-7;DP 12;DEP 01 CARGA 1479939 LOTE 5 QUEBRA 0;51094;ALEXANDRE DANIBERG FERNANDES;Ajuste de Itens;5;MATINAIS BG
107;117474;BISC FIT FOOD 26G ARROZFAJOR AVELA CHO BCO ZR ACUC;12/05/2026 11:33:55;E;END.01.055.119.2.1;CANCELAMENTO DE EXPEDIÇÃO;0;0;12;1;-1;DP 12;DEP 01 CARGA 1479939 LOTE 5 QUEBRA 0;51094;ALEXANDRE DANIBERG FERNANDES;Ajuste de Itens;5;MATINAIS BG
107;117492;PIMENTA AICA 80G BIQUINHO CONSERV;12/05/2026 11:33:55;E;END.01.057.183.2.2;CANCELAMENTO DE EXPEDIÇÃO;1008;42;48;2;40;CX 24;DEP 01 CARGA 1479939 LOTE 5 QUEBRA 0;51094;ALEXANDRE DANIBERG FERNANDES;Ajuste de Itens;5;MATINAIS BG
107;59203;DESENG VEJA 500ML COZINHA PULV 30%DESC;12/05/2026 16:11:39;E;END.01.099.139.1.2;CANCELAMENTO DE EXPEDIÇÃO;516;43;12;1;42;CX 12;DEP 01 CARGA 1480566 LOTE 859 QUEBRA 0;51094;ALEXANDRE DANIBERG FERNANDES;Ajuste de Itens;859;PV2 - BAZAR/ELETRO
107;59203;DESENG VEJA 500ML COZINHA PULV 30%DESC;12/05/2026 16:11:39;E;END.01.099.139.1.2;CANCELAMENTO DE EXPEDIÇÃO;528;44;12;1;43;CX 12;DEP 01 CARGA 1480566 LOTE 859 QUEBRA 0;51094;ALEXANDRE DANIBERG FERNANDES;Ajuste de Itens;859;PV2 - BAZAR/ELETRO
107;118271;BLOQUEADOR ODORES PATO 60ML EUCALIPTO;12/05/2026 16:27:47;E;END.01.102.120.2.3;CANCELAMENTO DE EXPEDIÇÃO;24;1;24;1;0;CX 24;DEP 01 CARGA 1480566 LOTE 934 QUEBRA 0;51094;ALEXANDRE DANIBERG FERNANDES;Ajuste de Itens;934;PV2 - BAZAR/ELETRO
107;1625;VINHO GATO NEGRO 750ML CHIL CARM TTO;12/05/2026 13:27:46;E;END.01.053.148.2.2;CANCELAMENTO DE EXPEDIÇÃO;1044;87;24;2;85;CX 12;DEP 01 CARGA 1480564 LOTE 163 QUEBRA 0;51094;ALEXANDRE DANIBERG FERNANDES;Ajuste de Itens;163;SORTER PICK ALIMEN
107;1625;VINHO GATO NEGRO 750ML CHIL CARM TTO;12/05/2026 13:27:46;E;END.01.053.148.2.2;CANCELAMENTO DE EXPEDIÇÃO;1056;88;12;1;87;CX 12;DEP 01 CARGA 1480564 LOTE 163 QUEBRA 0;51094;ALEXANDRE DANIBERG FERNANDES;Ajuste de Itens;163;SORTER PICK ALIMEN
107;1625;VINHO GATO NEGRO 750ML CHIL CARM TTO;12/05/2026 13:27:46;E;END.01.053.148.2.2;CANCELAMENTO DE EXPEDIÇÃO;1068;89;12;1;88;CX 12;DEP 01 CARGA 1480564 LOTE 163 QUEBRA 0;51094;ALEXANDRE DANIBERG FERNANDES;Ajuste de Itens;163;SORTER PICK ALIMEN
107;3103;BEBIDA WE MIX 275ML ICE MOR/KIWI;12/05/2026 13:27:46;E;END.01.053.135.1.1;CANCELAMENTO DE EXPEDIÇÃO;6348;1058;30;5;1053;FD 6;DEP 01 CARGA 1480564 LOTE 163 QUEBRA 0;51094;ALEXANDRE DANIBERG FERNANDES;Ajuste de Itens;163;SORTER PICK ALIMEN
107;3103;BEBIDA WE MIX 275ML ICE MOR/KIWI;12/05/2026 13:27:46;E;END.01.053.135.1.1;CANCELAMENTO DE EXPEDIÇÃO;6372;1062;24;4;1058;FD 6;DEP 01 CARGA 1480564 LOTE 163 QUEBRA 0;51094;ALEXANDRE DANIBERG FERNANDES;Ajuste de Itens;163;SORTER PICK ALIMEN
107;3103;BEBIDA WE MIX 275ML ICE MOR/KIWI;12/05/2026 13:27:46;E;END.01.053.135.1.1;CANCELAMENTO DE EXPEDIÇÃO;6378;1063;6;1;1062;FD 6;DEP 01 CARGA 1480564 LOTE 163 QUEBRA 0;51094;ALEXANDRE DANIBERG FERNANDES;Ajuste de Itens;163;SORTER PICK ALIMEN
107;4091;REFRESCO DEL VALLE 200ML KAPO ABACAXI;12/05/2026 13:27:46;E;END.01.053.156.2.2;CANCELAMENTO DE EXPEDIÇÃO;1632;136;240;20;116;CX 12;DEP 01 CARGA 1480564 LOTE 163 QUEBRA 0;51094;ALEXANDRE DANIBERG FERNANDES;Ajuste de Itens;163;SORTER PICK ALIMEN
107;69232;GELEIA MARIBO 270G FRUTA VERMELHA;12/05/2026 14:23:07;E;END.01.055.165.2.2;CANCELAMENTO DE EXPEDIÇÃO;348;29;24;2;27;CX 12;DEP 01 CARGA 1480564 LOTE 173 QUEBRA 0;51094;ALEXANDRE DANIBERG FERNANDES;Ajuste de Itens;173;SORTER PICK ALIMEN
107;69232;GELEIA MARIBO 270G FRUTA VERMELHA;12/05/2026 14:23:07;E;END.01.055.165.2.2;CANCELAMENTO DE EXPEDIÇÃO;372;31;24;2;29;CX 12;DEP 01 CARGA 1480564 LOTE 173 QUEBRA 0;51094;ALEXANDRE DANIBERG FERNANDES;Ajuste de Itens;173;SORTER PICK ALIMEN
107;69232;GELEIA MARIBO 270G FRUTA VERMELHA;12/05/2026 14:23:07;E;END.01.055.165.2.2;CANCELAMENTO DE EXPEDIÇÃO;396;33;24;2;31;CX 12;DEP 01 CARGA 1480564 LOTE 173 QUEBRA 0;51094;ALEXANDRE DANIBERG FERNANDES;Ajuste de Itens;173;SORTER PICK ALIMEN
107;69232;GELEIA MARIBO 270G FRUTA VERMELHA;12/05/2026 14:23:07;E;END.01.055.165.2.2;CANCELAMENTO DE EXPEDIÇÃO;408;34;12;1;33;CX 12;DEP 01 CARGA 1480564 LOTE 173 QUEBRA 0;51094;ALEXANDRE DANIBERG FERNANDES;Ajuste de Itens;173;SORTER PICK ALIMEN
107;69232;GELEIA MARIBO 270G FRUTA VERMELHA;12/05/2026 14:23:07;E;END.01.055.165.2.2;CANCELAMENTO DE EXPEDIÇÃO;420;35;12;1;34;CX 12;DEP 01 CARGA 1480564 LOTE 173 QUEBRA 0;51094;ALEXANDRE DANIBERG FERNANDES;Ajuste de Itens;173;SORTER PICK ALIMEN
107;69232;GELEIA MARIBO 270G FRUTA VERMELHA;12/05/2026 14:23:07;E;END.01.055.165.2.2;CANCELAMENTO DE EXPEDIÇÃO;432;36;12;1;35;CX 12;DEP 01 CARGA 1480564 LOTE 173 QUEBRA 0;51094;ALEXANDRE DANIBERG FERNANDES;Ajuste de Itens;173;SORTER PICK ALIMEN
107;9998;GOMA MASCAR TRIDENT UN MELAN;11/05/2026 09:50:10;E;END.01.022.27.1.1;CANCELAMENTO DE EXPEDIÇÃO;36540;54,375;3360;5;49,375;CX 672;DEP 01 CARGA 1475297 LOTE 6 QUEBRA 0;229130;ALEXIA GISELE DA SILVA BORGES;Ajuste de Itens;6;BOMBONIERE
107;15653;DROPS MENTOS 112,5G C/3 FRUIT;11/05/2026 09:50:10;E;END.01.022.29.1.1;CANCELAMENTO DE EXPEDIÇÃO;-420;-10;84;2;-12;CX 42;DEP 01 CARGA 1475297 LOTE 6 QUEBRA 0;229130;ALEXIA GISELE DA SILVA BORGES;Ajuste de Itens;6;BOMBONIERE
107;15653;DROPS MENTOS 112,5G C/3 FRUIT;12/05/2026 15:32:29;E;END.01.022.29.1.1;CANCELAMENTO DE EXPEDIÇÃO;-210;-5;126;3;-8;CX 42;DEP 01 CARGA 1479947 LOTE 5 QUEBRA 0;229130;ALEXIA GISELE DA SILVA BORGES;Ajuste de Itens;5;BOMBONIERE
107;85860;CHICLE FREEGELLS 120G GUM ZR MENTA;12/05/2026 15:32:29;E;END.01.021.14.2.1;CANCELAMENTO DE EXPEDIÇÃO;251;20,9166666666666666666;12;1;19,9166666666666666666;CX 12;DEP 01 CARGA 1479947 LOTE 5 QUEBRA 0;229130;ALEXIA GISELE DA SILVA BORGES;Ajuste de Itens;5;BOMBONIERE
107;86993;DROPS ADAMS HALLS 28G. MENTA;12/05/2026 15:32:29;E;END.01.022.16.2.1;CANCELAMENTO DE EXPEDIÇÃO;18302;871,523809523809523809;42;2;869,523809523809523809;DP 21;DEP 01 CARGA 1479947 LOTE 5 QUEBRA 0;229130;ALEXIA GISELE DA SILVA BORGES;Ajuste de Itens;5;BOMBONIERE
107;103503;CHOC LACTA 90G RECH OREO LEIT;12/05/2026 15:32:29;E;END.01.022.19.1.1;CANCELAMENTO DE EXPEDIÇÃO;-68;-1;204;3;-4;CX 68;DEP 01 CARGA 1479947 LOTE 5 QUEBRA 0;229130;ALEXIA GISELE DA SILVA BORGES;Ajuste de Itens;5;BOMBONIERE
107;111491;CHOC LACTA 85G INTENSE 70% CAC;12/05/2026 15:32:29;E;END.01.022.16.2.2;CANCELAMENTO DE EXPEDIÇÃO;408;6;136;2;4;CX 68;DEP 01 CARGA 1479947 LOTE 5 QUEBRA 0;229130;ALEXIA GISELE DA SILVA BORGES;Ajuste de Itens;5;BOMBONIERE
107;113487;CHOC LACTA 45G BIS XTRA BCO;12/05/2026 15:32:29;E;END.01.021.68.2.1;CANCELAMENTO DE EXPEDIÇÃO;384;4;288;3;1;CX 96;DEP 01 CARGA 1479947 LOTE 5 QUEBRA 0;229130;ALEXIA GISELE DA SILVA BORGES;Ajuste de Itens;5;BOMBONIERE
107;117798;CHOC MILKA 90G COW SPOTS;12/05/2026 15:32:30;E;END.01.021.28.2.2;CANCELAMENTO DE EXPEDIÇÃO;864;36;48;2;34;CX 24;DEP 01 CARGA 1479947 LOTE 5 QUEBRA 0;229130;ALEXIA GISELE DA SILVA BORGES;Ajuste de Itens;5;BOMBONIERE
107;10537;GOMA MASCAR TRIDENT UN HORTELA;12/05/2026 16:29:17;E;END.01.023.16.1.2;CANCELAMENTO DE EXPEDIÇÃO;20181;30,03125;4704;7;23,03125;CX 672;DEP 01 CARGA 1479947 LOTE 6 QUEBRA 0;229130;ALEXIA GISELE DA SILVA BORGES;Ajuste de Itens;6;BOMBONIERE
107;102000;COBERT HARALD 1,010KG TOP GOTAS CHOC BRANCO;12/05/2026 16:29:21;E;END.01.022.68.1.1;CANCELAMENTO DE EXPEDIÇÃO;170;17;20;2;15;CX 10;DEP 01 CARGA 1479947 LOTE 6 QUEBRA 0;229130;ALEXIA GISELE DA SILVA BORGES;Ajuste de Itens;6;BOMBONIERE
107;106890;PASTILHA APITO LOKO 15G SORT;12/05/2026 16:29:21;E;END.01.023.28.1.2;CANCELAMENTO DE EXPEDIÇÃO;5085;339;75;5;334;DP 15;DEP 01 CARGA 1479947 LOTE 6 QUEBRA 0;229130;ALEXIA GISELE DA SILVA BORGES;Ajuste de Itens;6;BOMBONIERE
107;107358;CHOC MILKA 300G MMMAX. CARAMEL/AVELA;12/05/2026 16:29:21;E;END.01.022.47.2.3;CANCELAMENTO DE EXPEDIÇÃO;48;4;48;4;0;CX 12;DEP 01 CARGA 1479947 LOTE 6 QUEBRA 0;229130;ALEXIA GISELE DA SILVA BORGES;Ajuste de Itens;6;BOMBONIERE
107;115022;CHOC TRENTO 25G MASSIMO CHOC 38% CACAU;12/05/2026 16:29:21;E;END.01.022.41.1.3;CANCELAMENTO DE EXPEDIÇÃO;2760;23;240;2;21;CX 120;DEP 01 CARGA 1479947 LOTE 6 QUEBRA 0;229130;ALEXIA GISELE DA SILVA BORGES;Ajuste de Itens;6;BOMBONIERE
107;118460;EMB SACO ESTRELA 34X50 MB MULTID. 34 X 50;12/05/2026 10:00:41;E;END.01.005.110.2.1;CANCELAMENTO DE EXPEDIÇÃO;522;87;120;20;67;CX 6;DEP 01 CARGA 1479904 LOTE 3 QUEBRA 0;229130;ALEXIA GISELE DA SILVA BORGES;Ajuste de Itens;3;EXPEDIENTE
107;119592;FORMA PIZZA MR COOK 35CM ALUM;04/05/2026 07:41:59;E;END.01.088.129.2.1;CANCELAMENTO DE EXPEDIÇÃO;-30;-1;30;1;-2;CX 30;DEP 01 CARGA 1471787 LOTE 816 QUEBRA 0;229130;ALEXIA GISELE DA SILVA BORGES;Ajuste de Itens;816;PV2 - BAZAR/ELETRO
107;105158;VELA SANDERO 235G 7 DIAS MEL;04/05/2026 07:47:32;E;END.01.088.133.2.1;CANCELAMENTO DE EXPEDIÇÃO;1308;109;48;4;105;CX 12;DEP 01 CARGA 1471787 LOTE 822 QUEBRA 0;229130;ALEXIA GISELE DA SILVA BORGES;Ajuste de Itens;822;PV2 - BAZAR/ELETRO
107;105158;VELA SANDERO 235G 7 DIAS MEL;04/05/2026 07:47:32;E;END.01.088.133.2.1;CANCELAMENTO DE EXPEDIÇÃO;1332;111;24;2;109;CX 12;DEP 01 CARGA 1471787 LOTE 822 QUEBRA 0;229130;ALEXIA GISELE DA SILVA BORGES;Ajuste de Itens;822;PV2 - BAZAR/ELETRO
107;105158;VELA SANDERO 235G 7 DIAS MEL;04/05/2026 07:47:32;E;END.01.088.133.2.1;CANCELAMENTO DE EXPEDIÇÃO;1344;112;12;1;111;CX 12;DEP 01 CARGA 1471787 LOTE 822 QUEBRA 0;229130;ALEXIA GISELE DA SILVA BORGES;Ajuste de Itens;822;PV2 - BAZAR/ELETRO
107;112523;CHINELO HAVAIANAS TRACK GO MASC PRETO 41/42;04/05/2026 08:44:03;E;END.01.090.116.2.4;CANCELAMENTO DE EXPEDIÇÃO;132;11;24;2;9;CX 12;DEP 01 CARGA 1471787 LOTE 850 QUEBRA 0;229130;ALEXIA GISELE DA SILVA BORGES;Ajuste de Itens;850;PV2 - BAZAR/ELETRO
107;60512;SACO LIXO DOBRASIL 200L C/10 PERF PRETO;04/05/2026 10:51:28;E;END.01.092.116.2.4;CANCELAMENTO DE EXPEDIÇÃO;30;2;30;2;0;CX 15;DEP 01 CARGA 1471787 LOTE 902 QUEBRA 0;229130;ALEXIA GISELE DA SILVA BORGES;Ajuste de Itens;902;PV2 - BAZAR/ELETRO
107;115028;FILME PVC GIOPACK 28CMX100M;04/05/2026 11:15:27;E;END.01.092.134.2.2;CANCELAMENTO DE EXPEDIÇÃO;36;3;12;1;2;CX 12;DEP 01 CARGA 1471787 LOTE 922 QUEBRA 0;229130;ALEXIA GISELE DA SILVA BORGES;Ajuste de Itens;922;PV2 - BAZAR/ELETRO
107;110556;EDUCADOR SANIT PROCAO 200ML PODE;04/05/2026 13:47:16;E;END.01.094.117.2.1;CANCELAMENTO DE EXPEDIÇÃO;-36;-3;12;1;-4;CX 12;DEP 01 CARGA 1471787 LOTE 949 QUEBRA 0;229130;ALEXIA GISELE DA SILVA BORGES;Ajuste de Itens;949;PV2 - BAZAR/ELETRO
107;9944;AREIA SANIT PIPICAT 4KG CLASSIC;04/05/2026 14:01:04;E;END.01.094.137.1.2;CANCELAMENTO DE EXPEDIÇÃO;186;31;114;19;12;FD 6;DEP 01 CARGA 1471787 LOTE 961 QUEBRA 0;229130;ALEXIA GISELE DA SILVA BORGES;Ajuste de Itens;961;PV2 - BAZAR/ELETRO
107;9944;AREIA SANIT PIPICAT 4KG CLASSIC;04/05/2026 14:01:04;E;END.01.094.137.1.2;CANCELAMENTO DE EXPEDIÇÃO;246;41;60;10;31;FD 6;DEP 01 CARGA 1471787 LOTE 961 QUEBRA 0;229130;ALEXIA GISELE DA SILVA BORGES;Ajuste de Itens;961;PV2 - BAZAR/ELETRO
107;104273;DES ADIDAS 150ML AERO MASC PRO INVIS S/MANCHAS;04/05/2026 15:31:04;E;END.01.096.143.1.1;CANCELAMENTO DE EXPEDIÇÃO;2820;235;48;4;231;CX 12;DEP 01 CARGA 1471787 LOTE 1023 QUEBRA 0;229130;ALEXIA GISELE DA SILVA BORGES;Ajuste de Itens;1023;PV2 - BAZAR/ELETRO
107;104273;DES ADIDAS 150ML AERO MASC PRO INVIS S/MANCHAS;04/05/2026 15:31:04;E;END.01.096.143.1.1;CANCELAMENTO DE EXPEDIÇÃO;2856;238;36;3;235;CX 12;DEP 01 CARGA 1471787 LOTE 1023 QUEBRA 0;229130;ALEXIA GISELE DA SILVA BORGES;Ajuste de Itens;1023;PV2 - BAZAR/ELETRO
107;104273;DES ADIDAS 150ML AERO MASC PRO INVIS S/MANCHAS;04/05/2026 15:31:04;E;END.01.096.143.1.1;CANCELAMENTO DE EXPEDIÇÃO;2880;240;24;2;238;CX 12;DEP 01 CARGA 1471787 LOTE 1023 QUEBRA 0;229130;ALEXIA GISELE DA SILVA BORGES;Ajuste de Itens;1023;PV2 - BAZAR/ELETRO
107;98538;DES DOVE 150ML AERO FEM CLINICAL ORIG;04/05/2026 16:07:37;E;END.01.097.127.2.2;CANCELAMENTO DE EXPEDIÇÃO;0;0;36;3;-3;CX 12;DEP 01 CARGA 1471787 LOTE 1055 QUEBRA 0;229130;ALEXIA GISELE DA SILVA BORGES;Ajuste de Itens;1055;PV2 - BAZAR/ELETRO
107;117253;OLEO CAPILAR BEAUTY COLOR 40ML RICINO;04/05/2026 16:21:37;E;END.01.097.130.2.1;CANCELAMENTO DE EXPEDIÇÃO;60;5;72;6;-1;CX 12;DEP 01 CARGA 1471787 LOTE 1065 QUEBRA 0;229130;ALEXIA GISELE DA SILVA BORGES;Ajuste de Itens;1065;PV2 - BAZAR/ELETRO
107;117253;OLEO CAPILAR BEAUTY COLOR 40ML RICINO;04/05/2026 16:21:37;E;END.01.097.130.2.1;CANCELAMENTO DE EXPEDIÇÃO;108;9;48;4;5;CX 12;DEP 01 CARGA 1471787 LOTE 1065 QUEBRA 0;229130;ALEXIA GISELE DA SILVA BORGES;Ajuste de Itens;1065;PV2 - BAZAR/ELETRO
107;117253;OLEO CAPILAR BEAUTY COLOR 40ML RICINO;04/05/2026 16:21:37;E;END.01.097.130.2.1;CANCELAMENTO DE EXPEDIÇÃO;120;10;12;1;9;CX 12;DEP 01 CARGA 1471787 LOTE 1065 QUEBRA 0;229130;ALEXIA GISELE DA SILVA BORGES;Ajuste de Itens;1065;PV2 - BAZAR/ELETRO
