NROEMPRESA;SEQPRODUTO;DESCCOMPLETA;DTAHORAMOVTO;INDENTRADASAIDA;ENDERECO;MOVIMENTACAO;SALDOENDERECO;SALDO_ATUAL;QTDMOVTO;MOVIMENTADO;SALDO_ANTERIOR;EMB;ORIGEM_OU_DESTINO;USUMOVTO;NOME;MITIVO_AJUSTE;SEQLOTE;DESCLINHASEPAR
107;118249;KIT SHAMP 200ML+COND 200ML VULT RECARGA/HIDRAT;11/05/2026 08:36:50;E;END.01.075.122.1.1;CANCELAMENTO DE EXPEDIÇÃO;0;0;16;2;-2;CX 8;DEP 01 CARGA 1479950 LOTE 1 QUEBRA 0;235266;KATIA RAMOS TEIXEIRA;Ajuste de Itens;1;PV2 - LIMPEZA/PERFUMARIA
107;93673;SHAMPOO MONANGE 325ML HID C/PODER;11/05/2026 08:38:23;E;END.01.075.136.1.1;CANCELAMENTO DE EXPEDIÇÃO;1548;129;228;19;110;CX 12;DEP 01 CARGA 1479950 LOTE 6 QUEBRA 0;235266;KATIA RAMOS TEIXEIRA;Ajuste de Itens;6;PV2 - LIMPEZA/PERFUMARIA
107;97434;AMACIANTE DOWNY 1,35L CONC COLLEC MISTICO;11/05/2026 08:51:51;E;END.01.075.138.1.1;CANCELAMENTO DE EXPEDIÇÃO;585;65;27;3;62;CX 9;DEP 01 CARGA 1479950 LOTE 10 QUEBRA 0;235266;KATIA RAMOS TEIXEIRA;Ajuste de Itens;10;PV2 - LIMPEZA/PERFUMARIA
107;93670;SHAMPOO MONANGE 325ML HIALURON REST;11/05/2026 08:57:51;E;END.01.075.140.1.2;CANCELAMENTO DE EXPEDIÇÃO;4860;405;552;46;359;CX 12;DEP 01 CARGA 1479950 LOTE 13 QUEBRA 0;235266;KATIA RAMOS TEIXEIRA;Ajuste de Itens;13;PV2 - LIMPEZA/PERFUMARIA
107;93670;SHAMPOO MONANGE 325ML HIALURON REST;11/05/2026 08:57:51;E;END.01.075.140.1.2;CANCELAMENTO DE EXPEDIÇÃO;5196;433;336;28;405;CX 12;DEP 01 CARGA 1479950 LOTE 13 QUEBRA 0;235266;KATIA RAMOS TEIXEIRA;Ajuste de Itens;13;PV2 - LIMPEZA/PERFUMARIA
107;119576;DESINFETANTE UAU 1L PINHO ANTIBAC LAVAND 10%DESC;11/05/2026 09:00:05;E;END.01.075.142.1.1;CANCELAMENTO DE EXPEDIÇÃO;-345;-23;300;20;-43;CX 15;DEP 01 CARGA 1479950 LOTE 16 QUEBRA 0;235266;KATIA RAMOS TEIXEIRA;Ajuste de Itens;16;PV2 - LIMPEZA/PERFUMARIA
107;119576;DESINFETANTE UAU 1L PINHO ANTIBAC LAVAND 10%DESC;11/05/2026 09:00:05;E;END.01.075.142.1.1;CANCELAMENTO DE EXPEDIÇÃO;-195;-13;150;10;-23;CX 15;DEP 01 CARGA 1479950 LOTE 16 QUEBRA 0;235266;KATIA RAMOS TEIXEIRA;Ajuste de Itens;16;PV2 - LIMPEZA/PERFUMARIA
107;119576;DESINFETANTE UAU 1L PINHO ANTIBAC LAVAND 10%DESC;11/05/2026 09:00:05;E;END.01.075.142.1.1;CANCELAMENTO DE EXPEDIÇÃO;-45;-3;150;10;-13;CX 15;DEP 01 CARGA 1479950 LOTE 16 QUEBRA 0;235266;KATIA RAMOS TEIXEIRA;Ajuste de Itens;16;PV2 - LIMPEZA/PERFUMARIA
107;119576;DESINFETANTE UAU 1L PINHO ANTIBAC LAVAND 10%DESC;11/05/2026 09:00:05;E;END.01.075.142.1.1;CANCELAMENTO DE EXPEDIÇÃO;0;0;45;3;-3;CX 15;DEP 01 CARGA 1479950 LOTE 16 QUEBRA 0;235266;KATIA RAMOS TEIXEIRA;Ajuste de Itens;16;PV2 - LIMPEZA/PERFUMARIA
107;119571;SAPONACEO SAPOLIO RADIUM 250ML.CREM CREM CLO GTS20;11/05/2026 09:06:23;E;END.01.075.144.1.1;CANCELAMENTO DE EXPEDIÇÃO;-1788;-149;720;60;-209;CX 12;DEP 01 CARGA 1479950 LOTE 18 QUEBRA 0;235266;KATIA RAMOS TEIXEIRA;Ajuste de Itens;18;PV2 - LIMPEZA/PERFUMARIA
107;119571;SAPONACEO SAPOLIO RADIUM 250ML.CREM CREM CLO GTS20;11/05/2026 09:06:23;E;END.01.075.144.1.1;CANCELAMENTO DE EXPEDIÇÃO;-1068;-89;720;60;-149;CX 12;DEP 01 CARGA 1479950 LOTE 18 QUEBRA 0;235266;KATIA RAMOS TEIXEIRA;Ajuste de Itens;18;PV2 - LIMPEZA/PERFUMARIA
107;119571;SAPONACEO SAPOLIO RADIUM 250ML.CREM CREM CLO GTS20;11/05/2026 09:06:23;E;END.01.075.144.1.1;CANCELAMENTO DE EXPEDIÇÃO;-708;-59;360;30;-89;CX 12;DEP 01 CARGA 1479950 LOTE 18 QUEBRA 0;235266;KATIA RAMOS TEIXEIRA;Ajuste de Itens;18;PV2 - LIMPEZA/PERFUMARIA
107;119571;SAPONACEO SAPOLIO RADIUM 250ML.CREM CREM CLO GTS20;11/05/2026 09:06:23;E;END.01.075.144.1.1;CANCELAMENTO DE EXPEDIÇÃO;-348;-29;360;30;-59;CX 12;DEP 01 CARGA 1479950 LOTE 18 QUEBRA 0;235266;KATIA RAMOS TEIXEIRA;Ajuste de Itens;18;PV2 - LIMPEZA/PERFUMARIA
107;119571;SAPONACEO SAPOLIO RADIUM 250ML.CREM CREM CLO GTS20;11/05/2026 09:06:23;E;END.01.075.144.1.1;CANCELAMENTO DE EXPEDIÇÃO;-168;-14;180;15;-29;CX 12;DEP 01 CARGA 1479950 LOTE 18 QUEBRA 0;235266;KATIA RAMOS TEIXEIRA;Ajuste de Itens;18;PV2 - LIMPEZA/PERFUMARIA
107;119571;SAPONACEO SAPOLIO RADIUM 250ML.CREM CREM CLO GTS20;11/05/2026 09:06:23;E;END.01.075.144.1.1;CANCELAMENTO DE EXPEDIÇÃO;-12;-1;156;13;-14;CX 12;DEP 01 CARGA 1479950 LOTE 18 QUEBRA 0;235266;KATIA RAMOS TEIXEIRA;Ajuste de Itens;18;PV2 - LIMPEZA/PERFUMARIA
107;119571;SAPONACEO SAPOLIO RADIUM 250ML.CREM CREM CLO GTS20;11/05/2026 09:06:23;E;END.01.075.144.1.1;CANCELAMENTO DE EXPEDIÇÃO;0;0;12;1;-1;CX 12;DEP 01 CARGA 1479950 LOTE 18 QUEBRA 0;235266;KATIA RAMOS TEIXEIRA;Ajuste de Itens;18;PV2 - LIMPEZA/PERFUMARIA
107;118232;ABSORV INTIMUS C/42 TRIP PROTECAO C/ABA COB SEC;11/05/2026 10:18:35;E;END.01.078.126.1.2;CANCELAMENTO DE EXPEDIÇÃO;104;13;48;6;7;CX 8;DEP 01 CARGA 1479950 LOTE 67 QUEBRA 0;235266;KATIA RAMOS TEIXEIRA;Ajuste de Itens;67;PV2 - LIMPEZA/PERFUMARIA
107;118232;ABSORV INTIMUS C/42 TRIP PROTECAO C/ABA COB SEC;11/05/2026 10:18:35;E;END.01.078.126.1.2;CANCELAMENTO DE EXPEDIÇÃO;152;19;48;6;13;CX 8;DEP 01 CARGA 1479950 LOTE 67 QUEBRA 0;235266;KATIA RAMOS TEIXEIRA;Ajuste de Itens;67;PV2 - LIMPEZA/PERFUMARIA
107;118232;ABSORV INTIMUS C/42 TRIP PROTECAO C/ABA COB SEC;11/05/2026 10:18:35;E;END.01.078.126.1.2;CANCELAMENTO DE EXPEDIÇÃO;200;25;48;6;19;CX 8;DEP 01 CARGA 1479950 LOTE 67 QUEBRA 0;235266;KATIA RAMOS TEIXEIRA;Ajuste de Itens;67;PV2 - LIMPEZA/PERFUMARIA
107;118232;ABSORV INTIMUS C/42 TRIP PROTECAO C/ABA COB SEC;11/05/2026 10:18:35;E;END.01.078.126.1.2;CANCELAMENTO DE EXPEDIÇÃO;216;27;16;2;25;CX 8;DEP 01 CARGA 1479950 LOTE 67 QUEBRA 0;235266;KATIA RAMOS TEIXEIRA;Ajuste de Itens;67;PV2 - LIMPEZA/PERFUMARIA
107;93479;DES OLD SPICE 200ML AERO MASC LENHA;11/05/2026 10:52:33;E;END.01.079.137.1.2;CANCELAMENTO DE EXPEDIÇÃO;3360;280;480;40;240;CX 12;DEP 01 CARGA 1479950 LOTE 100 QUEBRA 0;235266;KATIA RAMOS TEIXEIRA;Ajuste de Itens;100;PV2 - LIMPEZA/PERFUMARIA
107;93479;DES OLD SPICE 200ML AERO MASC LENHA;11/05/2026 10:52:33;E;END.01.079.137.1.2;CANCELAMENTO DE EXPEDIÇÃO;3444;287;84;7;280;CX 12;DEP 01 CARGA 1479950 LOTE 100 QUEBRA 0;235266;KATIA RAMOS TEIXEIRA;Ajuste de Itens;100;PV2 - LIMPEZA/PERFUMARIA
107;93479;DES OLD SPICE 200ML AERO MASC LENHA;11/05/2026 10:52:33;E;END.01.079.137.1.2;CANCELAMENTO DE EXPEDIÇÃO;3492;291;48;4;287;CX 12;DEP 01 CARGA 1479950 LOTE 100 QUEBRA 0;235266;KATIA RAMOS TEIXEIRA;Ajuste de Itens;100;PV2 - LIMPEZA/PERFUMARIA
107;93479;DES OLD SPICE 200ML AERO MASC LENHA;11/05/2026 10:52:33;E;END.01.079.137.1.2;CANCELAMENTO DE EXPEDIÇÃO;3516;293;24;2;291;CX 12;DEP 01 CARGA 1479950 LOTE 100 QUEBRA 0;235266;KATIA RAMOS TEIXEIRA;Ajuste de Itens;100;PV2 - LIMPEZA/PERFUMARIA
107;117284;ODORIZADOR PURO AR 500ML AERO LAVAND EMB ECON;11/05/2026 13:43:54;E;END.01.081.141.1.2;CANCELAMENTO DE EXPEDIÇÃO;-1944;-162;528;44;-206;CX 12;DEP 01 CARGA 1479950 LOTE 170 QUEBRA 0;235266;KATIA RAMOS TEIXEIRA;Ajuste de Itens;170;PV2 - LIMPEZA/PERFUMARIA
107;117284;ODORIZADOR PURO AR 500ML AERO LAVAND EMB ECON;11/05/2026 13:43:54;E;END.01.081.141.1.2;CANCELAMENTO DE EXPEDIÇÃO;-1464;-122;480;40;-162;CX 12;DEP 01 CARGA 1479950 LOTE 170 QUEBRA 0;235266;KATIA RAMOS TEIXEIRA;Ajuste de Itens;170;PV2 - LIMPEZA/PERFUMARIA
107;119746;SHAMPOO SKALA 600ML UVA EMB ECON;11/05/2026 13:57:54;E;END.01.082.127.2.2;CANCELAMENTO DE EXPEDIÇÃO;-6;-1;6;1;-2;CX 6;DEP 01 CARGA 1479950 LOTE 187 QUEBRA 0;235266;KATIA RAMOS TEIXEIRA;Ajuste de Itens;187;PV2 - LIMPEZA/PERFUMARIA
107;119746;SHAMPOO SKALA 600ML UVA EMB ECON;11/05/2026 13:57:54;E;END.01.082.127.2.2;CANCELAMENTO DE EXPEDIÇÃO;0;0;6;1;-1;CX 6;DEP 01 CARGA 1479950 LOTE 187 QUEBRA 0;235266;KATIA RAMOS TEIXEIRA;Ajuste de Itens;187;PV2 - LIMPEZA/PERFUMARIA
107;115317;COLORACAO ALFAPARF 150G LOUR CLARISS 9;11/05/2026 14:21:22;E;END.01.082.143.1.2;CANCELAMENTO DE EXPEDIÇÃO;60;5;24;2;3;CX 12;DEP 01 CARGA 1479950 LOTE 200 QUEBRA 0;235266;KATIA RAMOS TEIXEIRA;Ajuste de Itens;200;PV2 - LIMPEZA/PERFUMARIA
107;115317;COLORACAO ALFAPARF 150G LOUR CLARISS 9;11/05/2026 14:21:22;E;END.01.082.143.1.2;CANCELAMENTO DE EXPEDIÇÃO;84;7;24;2;5;CX 12;DEP 01 CARGA 1479950 LOTE 200 QUEBRA 0;235266;KATIA RAMOS TEIXEIRA;Ajuste de Itens;200;PV2 - LIMPEZA/PERFUMARIA
107;115317;COLORACAO ALFAPARF 150G LOUR CLARISS 9;11/05/2026 14:21:22;E;END.01.082.143.1.2;CANCELAMENTO DE EXPEDIÇÃO;108;9;24;2;7;CX 12;DEP 01 CARGA 1479950 LOTE 200 QUEBRA 0;235266;KATIA RAMOS TEIXEIRA;Ajuste de Itens;200;PV2 - LIMPEZA/PERFUMARIA
107;115317;COLORACAO ALFAPARF 150G LOUR CLARISS 9;11/05/2026 14:21:22;E;END.01.082.143.1.2;CANCELAMENTO DE EXPEDIÇÃO;132;11;24;2;9;CX 12;DEP 01 CARGA 1479950 LOTE 200 QUEBRA 0;235266;KATIA RAMOS TEIXEIRA;Ajuste de Itens;200;PV2 - LIMPEZA/PERFUMARIA
107;115317;COLORACAO ALFAPARF 150G LOUR CLARISS 9;11/05/2026 14:21:22;E;END.01.082.143.1.2;CANCELAMENTO DE EXPEDIÇÃO;144;12;12;1;11;CX 12;DEP 01 CARGA 1479950 LOTE 200 QUEBRA 0;235266;KATIA RAMOS TEIXEIRA;Ajuste de Itens;200;PV2 - LIMPEZA/PERFUMARIA
107;115317;COLORACAO ALFAPARF 150G LOUR CLARISS 9;11/05/2026 14:21:22;E;END.01.082.143.1.2;CANCELAMENTO DE EXPEDIÇÃO;156;13;12;1;12;CX 12;DEP 01 CARGA 1479950 LOTE 200 QUEBRA 0;235266;KATIA RAMOS TEIXEIRA;Ajuste de Itens;200;PV2 - LIMPEZA/PERFUMARIA
107;115317;COLORACAO ALFAPARF 150G LOUR CLARISS 9;11/05/2026 14:21:22;E;END.01.082.143.1.2;CANCELAMENTO DE EXPEDIÇÃO;168;14;12;1;13;CX 12;DEP 01 CARGA 1479950 LOTE 200 QUEBRA 0;235266;KATIA RAMOS TEIXEIRA;Ajuste de Itens;200;PV2 - LIMPEZA/PERFUMARIA
107;2012;TINTA COR&TON PRETO 2.0;11/05/2026 14:24:30;E;END.01.083.122.2.1;CANCELAMENTO DE EXPEDIÇÃO;6;1;6;1;0;CX 6;DEP 01 CARGA 1479950 LOTE 208 QUEBRA 0;235266;KATIA RAMOS TEIXEIRA;Ajuste de Itens;208;PV2 - LIMPEZA/PERFUMARIA
107;106834;INSET MORTEIN 360ML MULTI PRO AERO ACAO TOT;11/05/2026 15:03:27;E;END.01.084.126.2.3;CANCELAMENTO DE EXPEDIÇÃO;-84;-7;60;5;-12;CX 12;DEP 01 CARGA 1479950 LOTE 250 QUEBRA 0;235266;KATIA RAMOS TEIXEIRA;Ajuste de Itens;250;PV2 - LIMPEZA/PERFUMARIA
107;106834;INSET MORTEIN 360ML MULTI PRO AERO ACAO TOT;11/05/2026 15:03:27;E;END.01.084.126.2.3;CANCELAMENTO DE EXPEDIÇÃO;-48;-4;36;3;-7;CX 12;DEP 01 CARGA 1479950 LOTE 250 QUEBRA 0;235266;KATIA RAMOS TEIXEIRA;Ajuste de Itens;250;PV2 - LIMPEZA/PERFUMARIA
107;106834;INSET MORTEIN 360ML MULTI PRO AERO ACAO TOT;11/05/2026 15:03:27;E;END.01.084.126.2.3;CANCELAMENTO DE EXPEDIÇÃO;-12;-1;36;3;-4;CX 12;DEP 01 CARGA 1479950 LOTE 250 QUEBRA 0;235266;KATIA RAMOS TEIXEIRA;Ajuste de Itens;250;PV2 - LIMPEZA/PERFUMARIA
107;106834;INSET MORTEIN 360ML MULTI PRO AERO ACAO TOT;11/05/2026 15:03:27;E;END.01.084.126.2.3;CANCELAMENTO DE EXPEDIÇÃO;12;1;24;2;-1;CX 12;DEP 01 CARGA 1479950 LOTE 250 QUEBRA 0;235266;KATIA RAMOS TEIXEIRA;Ajuste de Itens;250;PV2 - LIMPEZA/PERFUMARIA
107;44096;ABSORV INTIMUS C/16 INTERNO MED LV16 PG15;11/05/2026 15:17:07;E;END.01.084.138.1.2;CANCELAMENTO DE EXPEDIÇÃO;24;1;24;1;0;CX 24;DEP 01 CARGA 1479950 LOTE 269 QUEBRA 0;235266;KATIA RAMOS TEIXEIRA;Ajuste de Itens;269;PV2 - LIMPEZA/PERFUMARIA
107;112187;INSET RAID 420ML AERO MULTI INSETO. OLEO CITRONELA;11/05/2026 15:34:48;E;END.01.085.118.2.1;CANCELAMENTO DE EXPEDIÇÃO;104;8,66666666666666666666;192;16;-7,3333333333333333333;CX 12;DEP 01 CARGA 1479950 LOTE 280 QUEBRA 0;235266;KATIA RAMOS TEIXEIRA;Ajuste de Itens;280;PV2 - LIMPEZA/PERFUMARIA
107;110368;DESENG CIF 450ML REFIL ECON;11/05/2026 15:38:16;E;END.01.085.135.1.1;CANCELAMENTO DE EXPEDIÇÃO;150;10;150;10;0;CX 15;DEP 01 CARGA 1479950 LOTE 299 QUEBRA 0;235266;KATIA RAMOS TEIXEIRA;Ajuste de Itens;299;PV2 - LIMPEZA/PERFUMARIA
107;110368;DESENG CIF 450ML REFIL ECON;11/05/2026 15:38:16;E;END.01.085.135.1.1;CANCELAMENTO DE EXPEDIÇÃO;195;13;45;3;10;CX 15;DEP 01 CARGA 1479950 LOTE 299 QUEBRA 0;235266;KATIA RAMOS TEIXEIRA;Ajuste de Itens;299;PV2 - LIMPEZA/PERFUMARIA
107;58159;ESC DENT ORAL B COMPL 5X LV2 PG1;11/05/2026 15:50:23;E;END.01.086.124.2.4;CANCELAMENTO DE EXPEDIÇÃO;0;0;108;3;-3;CX 36;DEP 01 CARGA 1479950 LOTE 323 QUEBRA 0;235266;KATIA RAMOS TEIXEIRA;Ajuste de Itens;323;PV2 - LIMPEZA/PERFUMARIA
107;119571;SAPONACEO SAPOLIO RADIUM 250ML.CREM CREM CLO GTS20;12/05/2026 07:26:07;E;END.01.075.144.1.1;CANCELAMENTO DE EXPEDIÇÃO;-2136;-178;372;31;-209;CX 12;DEP 01 CARGA 1480566 LOTE 13 QUEBRA 0;235266;KATIA RAMOS TEIXEIRA;Ajuste de Itens;13;PV2 - LIMPEZA/PERFUMARIA
107;119571;SAPONACEO SAPOLIO RADIUM 250ML.CREM CREM CLO GTS20;12/05/2026 07:26:07;E;END.01.075.144.1.1;CANCELAMENTO DE EXPEDIÇÃO;-1776;-148;360;30;-178;CX 12;DEP 01 CARGA 1480566 LOTE 13 QUEBRA 0;235266;KATIA RAMOS TEIXEIRA;Ajuste de Itens;13;PV2 - LIMPEZA/PERFUMARIA
107;119571;SAPONACEO SAPOLIO RADIUM 250ML.CREM CREM CLO GTS20;12/05/2026 07:26:07;E;END.01.075.144.1.1;CANCELAMENTO DE EXPEDIÇÃO;-1416;-118;360;30;-148;CX 12;DEP 01 CARGA 1480566 LOTE 13 QUEBRA 0;235266;KATIA RAMOS TEIXEIRA;Ajuste de Itens;13;PV2 - LIMPEZA/PERFUMARIA
107;119571;SAPONACEO SAPOLIO RADIUM 250ML.CREM CREM CLO GTS20;12/05/2026 07:26:07;E;END.01.075.144.1.1;CANCELAMENTO DE EXPEDIÇÃO;-1056;-88;360;30;-118;CX 12;DEP 01 CARGA 1480566 LOTE 13 QUEBRA 0;235266;KATIA RAMOS TEIXEIRA;Ajuste de Itens;13;PV2 - LIMPEZA/PERFUMARIA
107;119571;SAPONACEO SAPOLIO RADIUM 250ML.CREM CREM CLO GTS20;12/05/2026 07:26:07;E;END.01.075.144.1.1;CANCELAMENTO DE EXPEDIÇÃO;-696;-58;360;30;-88;CX 12;DEP 01 CARGA 1480566 LOTE 13 QUEBRA 0;235266;KATIA RAMOS TEIXEIRA;Ajuste de Itens;13;PV2 - LIMPEZA/PERFUMARIA
107;119571;SAPONACEO SAPOLIO RADIUM 250ML.CREM CREM CLO GTS20;12/05/2026 07:26:07;E;END.01.075.144.1.1;CANCELAMENTO DE EXPEDIÇÃO;-516;-43;180;15;-58;CX 12;DEP 01 CARGA 1480566 LOTE 13 QUEBRA 0;235266;KATIA RAMOS TEIXEIRA;Ajuste de Itens;13;PV2 - LIMPEZA/PERFUMARIA
107;119571;SAPONACEO SAPOLIO RADIUM 250ML.CREM CREM CLO GTS20;12/05/2026 07:26:07;E;END.01.075.144.1.1;CANCELAMENTO DE EXPEDIÇÃO;-360;-30;156;13;-43;CX 12;DEP 01 CARGA 1480566 LOTE 13 QUEBRA 0;235266;KATIA RAMOS TEIXEIRA;Ajuste de Itens;13;PV2 - LIMPEZA/PERFUMARIA
107;119571;SAPONACEO SAPOLIO RADIUM 250ML.CREM CREM CLO GTS20;12/05/2026 07:26:07;E;END.01.075.144.1.1;CANCELAMENTO DE EXPEDIÇÃO;-240;-20;120;10;-30;CX 12;DEP 01 CARGA 1480566 LOTE 13 QUEBRA 0;235266;KATIA RAMOS TEIXEIRA;Ajuste de Itens;13;PV2 - LIMPEZA/PERFUMARIA
107;119571;SAPONACEO SAPOLIO RADIUM 250ML.CREM CREM CLO GTS20;12/05/2026 07:26:07;E;END.01.075.144.1.1;CANCELAMENTO DE EXPEDIÇÃO;-132;-11;108;9;-20;CX 12;DEP 01 CARGA 1480566 LOTE 13 QUEBRA 0;235266;KATIA RAMOS TEIXEIRA;Ajuste de Itens;13;PV2 - LIMPEZA/PERFUMARIA
107;119571;SAPONACEO SAPOLIO RADIUM 250ML.CREM CREM CLO GTS20;12/05/2026 07:26:07;E;END.01.075.144.1.1;CANCELAMENTO DE EXPEDIÇÃO;-96;-8;36;3;-11;CX 12;DEP 01 CARGA 1480566 LOTE 13 QUEBRA 0;235266;KATIA RAMOS TEIXEIRA;Ajuste de Itens;13;PV2 - LIMPEZA/PERFUMARIA
107;119571;SAPONACEO SAPOLIO RADIUM 250ML.CREM CREM CLO GTS20;12/05/2026 07:26:07;E;END.01.075.144.1.1;CANCELAMENTO DE EXPEDIÇÃO;-72;-6;24;2;-8;CX 12;DEP 01 CARGA 1480566 LOTE 13 QUEBRA 0;235266;KATIA RAMOS TEIXEIRA;Ajuste de Itens;13;PV2 - LIMPEZA/PERFUMARIA
107;119571;SAPONACEO SAPOLIO RADIUM 250ML.CREM CREM CLO GTS20;12/05/2026 07:26:07;E;END.01.075.144.1.1;CANCELAMENTO DE EXPEDIÇÃO;-48;-4;24;2;-6;CX 12;DEP 01 CARGA 1480566 LOTE 13 QUEBRA 0;235266;KATIA RAMOS TEIXEIRA;Ajuste de Itens;13;PV2 - LIMPEZA/PERFUMARIA
107;119571;SAPONACEO SAPOLIO RADIUM 250ML.CREM CREM CLO GTS20;12/05/2026 07:26:07;E;END.01.075.144.1.1;CANCELAMENTO DE EXPEDIÇÃO;-24;-2;24;2;-4;CX 12;DEP 01 CARGA 1480566 LOTE 13 QUEBRA 0;235266;KATIA RAMOS TEIXEIRA;Ajuste de Itens;13;PV2 - LIMPEZA/PERFUMARIA
107;119571;SAPONACEO SAPOLIO RADIUM 250ML.CREM CREM CLO GTS20;12/05/2026 07:26:07;E;END.01.075.144.1.1;CANCELAMENTO DE EXPEDIÇÃO;-12;-1;12;1;-2;CX 12;DEP 01 CARGA 1480566 LOTE 13 QUEBRA 0;235266;KATIA RAMOS TEIXEIRA;Ajuste de Itens;13;PV2 - LIMPEZA/PERFUMARIA
107;119571;SAPONACEO SAPOLIO RADIUM 250ML.CREM CREM CLO GTS20;12/05/2026 07:26:07;E;END.01.075.144.1.1;CANCELAMENTO DE EXPEDIÇÃO;0;0;12;1;-1;CX 12;DEP 01 CARGA 1480566 LOTE 13 QUEBRA 0;235266;KATIA RAMOS TEIXEIRA;Ajuste de Itens;13;PV2 - LIMPEZA/PERFUMARIA
107;12409;ABSORV INTIMUS C/8 INT MED;12/05/2026 09:14:45;E;END.01.082.139.1.1;CANCELAMENTO DE EXPEDIÇÃO;0;0;24;1;-1;CX 24;DEP 01 CARGA 1480566 LOTE 182 QUEBRA 0;235266;KATIA RAMOS TEIXEIRA;Ajuste de Itens;182;PV2 - LIMPEZA/PERFUMARIA
107;5540;REPELENTE REPELEX 200ML AEROSSOL;12/05/2026 09:48:38;E;END.01.084.123.1.2;CANCELAMENTO DE EXPEDIÇÃO;1248;104;48;4;100;CX 12;DEP 01 CARGA 1480566 LOTE 220 QUEBRA 0;235266;KATIA RAMOS TEIXEIRA;Ajuste de Itens;220;PV2 - LIMPEZA/PERFUMARIA
107;5540;REPELENTE REPELEX 200ML AEROSSOL;12/05/2026 09:48:38;E;END.01.084.123.1.2;CANCELAMENTO DE EXPEDIÇÃO;1284;107;36;3;104;CX 12;DEP 01 CARGA 1480566 LOTE 220 QUEBRA 0;235266;KATIA RAMOS TEIXEIRA;Ajuste de Itens;220;PV2 - LIMPEZA/PERFUMARIA
107;5540;REPELENTE REPELEX 200ML AEROSSOL;12/05/2026 09:48:38;E;END.01.084.123.1.2;CANCELAMENTO DE EXPEDIÇÃO;1308;109;24;2;107;CX 12;DEP 01 CARGA 1480566 LOTE 220 QUEBRA 0;235266;KATIA RAMOS TEIXEIRA;Ajuste de Itens;220;PV2 - LIMPEZA/PERFUMARIA
107;5540;REPELENTE REPELEX 200ML AEROSSOL;12/05/2026 09:48:38;E;END.01.084.123.1.2;CANCELAMENTO DE EXPEDIÇÃO;1332;111;24;2;109;CX 12;DEP 01 CARGA 1480566 LOTE 220 QUEBRA 0;235266;KATIA RAMOS TEIXEIRA;Ajuste de Itens;220;PV2 - LIMPEZA/PERFUMARIA
107;112187;INSET RAID 420ML AERO MULTI INSETO. OLEO CITRONELA;12/05/2026 10:17:12;E;END.01.085.118.2.1;CANCELAMENTO DE EXPEDIÇÃO;-76;-6,3333333333333333333;60;5;-11,333333333333333333;CX 12;DEP 01 CARGA 1480566 LOTE 256 QUEBRA 0;235266;KATIA RAMOS TEIXEIRA;Ajuste de Itens;256;PV2 - LIMPEZA/PERFUMARIA
107;112187;INSET RAID 420ML AERO MULTI INSETO. OLEO CITRONELA;12/05/2026 10:17:12;E;END.01.085.118.2.1;CANCELAMENTO DE EXPEDIÇÃO;-16;-1,3333333333333333333;60;5;-6,3333333333333333333;CX 12;DEP 01 CARGA 1480566 LOTE 256 QUEBRA 0;235266;KATIA RAMOS TEIXEIRA;Ajuste de Itens;256;PV2 - LIMPEZA/PERFUMARIA
107;112187;INSET RAID 420ML AERO MULTI INSETO. OLEO CITRONELA;12/05/2026 10:17:12;E;END.01.085.118.2.1;CANCELAMENTO DE EXPEDIÇÃO;32;2,66666666666666666666;48;4;-1,3333333333333333333;CX 12;DEP 01 CARGA 1480566 LOTE 256 QUEBRA 0;235266;KATIA RAMOS TEIXEIRA;Ajuste de Itens;256;PV2 - LIMPEZA/PERFUMARIA
107;112187;INSET RAID 420ML AERO MULTI INSETO. OLEO CITRONELA;12/05/2026 10:17:12;E;END.01.085.118.2.1;CANCELAMENTO DE EXPEDIÇÃO;80;6,66666666666666666666;48;4;2,66666666666666666666;CX 12;DEP 01 CARGA 1480566 LOTE 256 QUEBRA 0;235266;KATIA RAMOS TEIXEIRA;Ajuste de Itens;256;PV2 - LIMPEZA/PERFUMARIA
107;112187;INSET RAID 420ML AERO MULTI INSETO. OLEO CITRONELA;12/05/2026 10:17:12;E;END.01.085.118.2.1;CANCELAMENTO DE EXPEDIÇÃO;104;8,66666666666666666666;24;2;6,66666666666666666666;CX 12;DEP 01 CARGA 1480566 LOTE 256 QUEBRA 0;235266;KATIA RAMOS TEIXEIRA;Ajuste de Itens;256;PV2 - LIMPEZA/PERFUMARIA
107;119361;PROTETOR CERDAS CONDOR C/3;12/05/2026 10:30:30;E;END.01.085.130.2.1;CANCELAMENTO DE EXPEDIÇÃO;24;1;24;1;0;CX 24;DEP 01 CARGA 1480566 LOTE 275 QUEBRA 0;235266;KATIA RAMOS TEIXEIRA;Ajuste de Itens;275;PV2 - LIMPEZA/PERFUMARIA
107;115669;DES SECRET 45G GEL FEM INVIS COTTON;12/05/2026 10:38:41;E;END.01.086.122.2.1;CANCELAMENTO DE EXPEDIÇÃO;288;24;84;7;17;CX 12;DEP 01 CARGA 1480566 LOTE 298 QUEBRA 0;235266;KATIA RAMOS TEIXEIRA;Ajuste de Itens;298;PV2 - LIMPEZA/PERFUMARIA
